name,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_OURPRINCIPLES_QUESTIONS,"Wall Street should never be allowed to wreck Main Street again. Americans haven't had a raise in 15 years, but I want to go further, whether it's racism holding people back, big Financial interests, drug companies, insurance companies, big oil companies, the indifference, the negligence. That's what I want to take on. To root out all of these barriers and together we will make progress. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,center,center
PRES_OURPRINCIPLES_SCARE_60,"I'm Ted Cruz and I approve this message. ""Look! I got the Trump action figure!"" ""What does he do?"" ""He pretends to be Republican."" I'd bail out for the banks."" ""Too big to fail."" ""That's what lousy house. I'm going to take your house with eminent domain."" ""Eminent domain!"" ""It's over."" We wouldn't tolerate these values in our children. Why would we want them in a president? ""Eminent domain!""",0,0,0,0,0,0,center,center
PRES_PAG_CHOICES,"She'll call 911. Average response time 11 minutes. Too late. She keeps a firearm in the safe for protection, but Hillary Clinton could take away her right to self-defense, and with Supreme Court Justices, Hilary can. Don't let Hillary leave you protected with nothing but a phone. The NRA Political Victory fund is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_PRIORITIESUSA_UNFIT,"A month after 9-11 I got a call from David and he told me he was going into the National Guard. He was sent to Iraq to be a gunner on a HumVee. A car pulled up in the driveway and three soldiers got out, and the sound of their boots as they came up those stairs will, will stay with me the rest of my life. You have moments when you really don't want to live anymore. It's a fate I would not wish on anybody, not anybody. When I saw Donald Trump attack another Gold Star mother, I felt such a sense of outrage. ""While she was standing there she had nothing to say. She probably."" I would like to tell Donald Trump what it feels like the sense of emptiness that only losing a child can bring. Those people should be honored and treated with kindness for the rest of their life, and I don't think that Donald Trump will ever understand that. Priorities USA Action is responsible for the content of this advertising.",0,0,0,0,0,0,center,center
PRES_PROGRESSNOW_HURTING_LITTLE_PEOPLE,"One candidate has spent his life defending our freedom. Only one candidate has a record of Supreme Court victories. He understands what's at stake for all of us in this election as President. We can trust Ted Cruz to protect our rights and defend the Constitution. He always has, I'm Ted Cruz and I approve this message.",0,0,0,0,0,0,center,center
PRES_RTR_BAD_JUDGEMENT,"Bringing Economic Opportunity to the poor are about country. It's the best way to keep drugs and trimmer influence out with the extreme wealth and intelligence. We have, we can certainly find a way. Give people the option of a better lifestyle and you build a better future for. All of us is the elected president. I will put this high on my list of priorities, pay for it by Willie Wilson 2016. ",0,0,0,0,0,0,center,center
PRES_RTR_BELIEFS,"Madison Wisconsin 2011. Big government union bosses lead thousands of liberal activists in protest against governor Scott Walker's bold reforms. They storm the Capital, threaten his Safety, even try to recall him. But Scott Walker never backs down. To eliminate a huge 3.6 billion dollar deficit, he takes decisive action. The results of billion dollar surplus, two billion dollars in tax relief. The unemployment rate cut nearly in half, and Walker forces government unions to pay their fair share for benefits just like everyone else does. Time after times, Scott Walker fights and wins. ""Our big, bold refoms here in Wisconsin, took the power out of the hands of the big government special interests and put them firmly into the hands of the hard-working taxpayers. Now more than ever America needs a president who will fight and win for America."" Unintimidated PAC is responsible for the content of this advertisement.",0,0,0,0,0,0,center,center
PRES_RTR_FIRST_JOB,"Who will be president? Many voices are raised, shrill, boastful, full of themselves, but then there's one more thoughtful, strong, a brilliant surgeon whose inner strength and principle life speaks for itself, serving others, saving lives, serving God. Who will be president? Perhaps the answer is not screaming to be heard. I'm Ben Carson and I approve this message.",0,0,0,0,0,0,center,center
PRES_RTR_GRANITE,"A man attacked me in a parking garage. Tried to stab me with an 8-inch knife, but I carry a pistol I fight back. That's why I'm still here. Every woman has a right to defend herself with a gun as she chooses Hillary Clinton disagrees with us. Don't let politicians take away, your right to own a gun. Donald Trump supports my right to own a gun, defend your right to vote, Donald Trump for resident. The energy Institute for legislative action is responsible for the content of this ad.",0,0,0,0,0,0,center,center
PRES_RTR_GROW_AMERICA_15,"There is a one way to look at the qualifications of the candidates. It really reflects upon what our country can be and look at who can best get us to that place. I think it's hands down here with Clinton. Hillary is the only candidate I trust. The fighting injustice too many feel and build on the president's progress, not rip it away. My heart has always been with Hillary Clinton. I'm Hillary Clinton and I approve this message.",0,0,0,0,0,0,center,center
PRES_RTR_PROVEN_LEADER,"Why aren't I 50 points ahead?  You might ask.  Well, despite insisting. I am a real person.  Hillary admittance.  Last time, I actually drove a car myself was 1996. Clinton has made 100 million dollars.  We came out of the White House. Not only dead broke, but in debt, she's under FBI investigation, but people should and do trust me sir. Why aren't I 50 points ahead, you might ask. 45 committees responsible for the content.",0,0,0,0,0,0,center,center
PRES_RTR_SOUND_BITES," The presidential hopefuls, don't talk much about the tax implications of President, Obama's amnesty for illegal aliens. They're not discussing the fact that amnesty gives illegal aliens. The right to take American jobs and apply for 1.7 billion in tax refunds, even though many illegal aliens, never pay taxes and struggling. American workers will be stuck with the tax bill asked the presidential hopefuls to speak up. What they rescind the Obama, amnesty and oppose future amnesties. Your tax bill may depend on it, paid for by.",0,0,0,0,0,0,center,center
PRES_RUBIO_DEFEATING_HILLARY,"United we stand. Divided we fall. Cruel words never been spoken. I'm doctor Willie Wilson, candidate for president of the United States. For the platform to bring Unity to this great nation. With the Unity comes the strength to bring back the quality of life for every American. It can't be Republicans versus Democrats. So some verses police, white versus black. We must become a place where people are free to pursue life liberty and happiness. One nation under God.",0,0,0,0,0,0,both,center
